"Chapter_Number","Volume","Name","Romanized_title","Viz_title","Pages","Date","Episodes"
775,"77","To Russian With Love","Rushian ni Ai o Komete","To Russian With Love","19","February 2, 2015","2015 Issue "
776,"78","Hero of the Colosseum","Koroshiamu no Eiyu","Hero of the Colosseum","19","February 16, 2015","2015 Issue "
777,"78","Zoro vs. Pica","Zoro Basasu Pika","Zolo vs. Pica","19","February 23, 2015","2015 Issue "
778,"78","Tactics No. 5","Takutikusu Nanba Faibu","Tactics No. 5","19","March 2, 2015","2015 Issue "
779,"78","The Last Fight","Saigo no Kenka","His Final Battle","19","March 9, 2015","2015 Issue "
780,"78","The Heart Curse","Hato no Jubaku","The Heart Curse","15","March 23, 2015","2015 Issue "
781,"78","Long-Cherished Desire","Honkai","Desire","19","March 30, 2015","2015 Issue "
782,"78","The Charisma of Evil","Aku no Karisuma","Champion of Evil","19","April 6, 2015","2015 Issue "
783,"78","In My Way","Jama da","In My Way","19","April 13, 2015","2015 Issue "
784,"78","Gear 4","Gia Fosu","Gear Four","19","April 27, 2015","2015 Issue 22-"
785,"78","Even If Your Legs Break","Ashi ga Oretemo","On Broken Legs","19","May 11, 2015","2015 Issue "
786,"79","Gatz","Gyattsu","Gyats","17","May 18, 2015","2015 Issue "
787,"79","4 Minutes Before","Yon-pun Mae","Four Minutes Before","17","May 25, 2015","2015 Issue "
788,"79","My Battle","Watashi no Tatakai","My Battle","17","June 1, 2015","2015 Issue "
789,"79","Lucy!!","Rushi!!","LUCY!!","19","June 8, 2015","2015 Issue "
790,"79","Heaven and Earth","Ten to Chi","Heaven and Earth","19","June 22, 2015","2015 Issue "
791,"79","Rubble","Gareki","Rubble","17","June 29, 2015","2015 Issue "
792,"79","Prostration","Dogeza","On Hands and Knees","15","July 6, 2015","2015 Issue "
793,"79","Tiger and Dog","Tora to Inu","Tiger and Dog","15","July 13, 2015","2015 Issue "
794,"79","Sabo's Adventure","Sabo no Boken","Sabo's Adventure","15","July 18, 2015","2015 Issue "
795,"79","Suicide","Jisatsu","Suicide","17","August 3, 2015","2015 Issue "
796,"80","Soldier-san's Conviction","Heitai-san no Ketsui","Soldier's Conviction","19","August 10, 2015","2015 Issue 37-"
797,"80","Rebecca","Rebekka","Rebecca","17","August 24, 2015","2015 Issue "
798,"80","Heart","Hato","Heart","17","August 31, 2015","2015 Issue "
799,"80","Parent and Child","Oya to Ko","Father and Sons","17","September 7, 2015","2015 Issue "
800,"80","Followers's Sake Cups","Kobun Sakazuki","Sons' Cups","17","September 19, 2015","2015 Issue "
801,"80","Opening Speech","Kaimaku Sengen","Opening Speech","17","September 28, 2015","2015 Issue "
802,"80","Zou","Zo","Zou","17","October 5, 2015","2015 Issue "
803,"80","Elephant Climbing","Tozo","Elephant Climbing","13","October 10, 2015","2015 Issue "
804,"80","Adventure in the Land Atop the Elephant's Back","Zo no Se no Kuni no Boken","Adventure in the Land Atop the Elephant's Back","17","October 26, 2015","2015 Issue "
805,"80","The Mink Tribe","Minku-zoku","The Minks","17","November 2, 2015","2015 Issue "
806,"80","At the Fortress of Right Belly","Ubara no Toride nite","At Rightflank Fortress","17","November 9, 2015","2015 Issue "
807,"81","10 Days Earlier","Toka Mae","Ten Days Earlier","17","November 21, 2015","2015 Issue "
808,"81","Duke Inuarashi","Inuarashi Koshaku","Duke Dogstorm","17","November 30, 2015","2015 Issue "
809,"81","Master Nekomamushi","Nekomamushi no Danna","The Cat Viper","19","December 7, 2015","2016 Issue"
810,"81","The Curly Hat Pirates Arrive","Guruwara no Ichimi, Joriku","The Twirly Hat Crew Arrives","17","December 21, 2015","2016 Issue 3"
811,"81","Roko","Roko","Roko","19","January 4, 2016","2016 Issue 5"
812,"81","Capone ""Gang"" Bege","Kapone ""Gyangu"" Bejji","Capone ""Gang"" Bege","17","January 18, 2016","2016 Issue"
813,"81","Tea Party Invitation","Ochakai no Shotaijo","Tea Party Invitation","17","January 25, 2016","2016 Issue"
814,"81","Let's Go See Master Nekomamushi","Nekomamushi no Dan'na ni Ai ni Yuko","Let's Go See The Cat Viper","17","February 1, 2016","2016 Issue"
815,"81","Take Me with You!!","Ore mo Tsureteke!!","Take Me with You!!","17","February 8, 2016","2016 Issue "
816,"81","Dog vs. Cat","Inu Basasu Neko","Dog vs. Cat","17","February 15, 2016","2016 Issue "
817,"82","Raizo of the Mist","Kiri no Raizo","Raizo of the Mist","19","February 29, 2016","2016 Issue "
818,"82","Inside the Whale","Kujira no Naka de","Inside the Whale","17","March 7, 2016","2016 Issue "
819,"82","Momonosuke, Heir to the Kozuki Family","Kozuki-ke Atotori Momonosuke","Momonosuke, Heir to the Kozuki Clan","17","March 14, 2016","2016 Issue "
820,"82","Dog and Cat Have a History","Inu to Neko ni Rekishi Ari","Cats and Dogs Have a History","17","March 19, 2016","2016 Issue "
821,"82","Understood","Shochi Shita","Understood","19","April 4, 2016","2016 Issue "
822,"82","Descending the Elephant","Gezo","Descending the Elephant","17","April 11, 2016","2016 Issue "
823,"82","The World is Restless","Zawatsuku Sekai","The World is Restless","17","April 18, 2016","2016 Issue "
824,"82","Whim","Kimagure","Playing Pirates","19","April 25, 2016","2016 Issue 21-"
825,"82","The WENP's Comic Strip","Sekei no Emonogatari","Comic Strip","13","May 9, 2016","2016 Issue "
826,"82","0 and 4","Rei to Yon","0 and 4","17","May 23, 2016","2016 Issue "
827,"82","Totto Land","Totto Rando","Totto Land","17","May 30, 2016","2016 Issue "
828,"83","1 and 2","Ichi to Ni","1 and 2","17","June 6, 2016","2016 Issue "
829,"83","Emperor of the Sea, Charlotte Linlin","Kaizoku ""Yonko"" Sharotto Rinrin","Emperor of the Sea, Charlotte Linlin","18","June 20, 2016","2016 Issue "
830,"83","A Man You Can Bet On","Kakerareru Otoko","A Man You Can Bet On","17","June 27, 2016","2016 Issue "
831,"83","Adventure in the Mysterious Forest","Fushigi na Mori no Boken","Adventure in the Mysterious Forest","17","July 4, 2016","2016 Issue "
832,"83","Germa Kingdom","Jeruma Okoku","Kingdom of Germa","19","July 16, 2016","2016 Issue "
833,"83","Vinsmoke Judge","Vinsumoku Jajji","Vinsmoke Judge","19","July 25, 2016","2016 Issue "
834,"83","My Dream","Ore no Yume","My Dream","17","August 1, 2016","2016 Issue "
835,"83","The Nation of Souls","Tamashii no Kuni","Kingdom of Soul","19","August 8, 2016","2016 Issue 36-"
836,"83","The Vivre Card Lola Gave","Rora ga Kureta Biburu Kado","Lola's Vivre Card","15","August 22, 2016","2016 Issue "
837,"83","Luffy vs. Commander Cracker","Rufi Basasu Shosei Kurakka","Luffy vs. Cracker the General","17","August 29, 2016","2016 Issue "
838,"83","Choniki","Choniki","Chobro","17","September 5, 2016","2016 Issue "
839,"84","I Owe You My Life","Kuso Osewa ni Narimashita","I Owe You My Life!","17","September 17, 2016","2016 Issue "
840,"84","The Iron Mask","Tekkamen","The Iron Mask","17","September 26, 2016","2016 Issue "
841,"84","To the East Blue","Isuto Buru e","To the East Blue","17","October 3, 2016","2016 Issue "
842,"84","The Power of a Full Stomach","Manpuku no Chikara","The Power of a Full Stomach","15","October 8, 2016","2016 Issue "
843,"84","Vinsmoke Sanji","Vinsumoku Sanji","Vinsmoke Sanji","19","October 24, 2016","2016 Issue "
844,"84","Luffy vs. Sanji","Rufi Basasu Sanji","Luffy vs. Sanji","17","October 31, 2016","2016 Issue "
845,"84","Forces of Rage","Ikari no Gundan","Forces of Rage","17","November 7, 2016","2016 Issue "
846,"84","Tamago Security","Tamago no Keibi","Tamago Security","17","November 21, 2016","2016 Issue "
847,"84","Luffy and Big Mom","Rufi to Biggu Mamu","Luffy and Big Mom","17","November 28, 2016","2016 Issue "
848,"84","Goodbye","Sayonara","Goodbye","19","December 5, 2016","2017 Issue"
849,"85","Choniki in the Land of Mirrors","Kagami no Kuni no Choniki","Chobro in the Land of Mirrors","17","December 12, 2016","2017 Issue 2"
850,"85","A Ray of Light","Hitosuji no Hikari","A Ray of Light","17","December 26, 2016","2017 Issue 4"
851,"85","Moist Cigarette","Shikemoku","Dog-End","17","January 7, 2017","2017 Issue"
852,"85","Germa's Failure","Jeruma no Shippaisaku","Germa's Failure","17","January 16, 2017","2017 Issue"
853,"85","Not Here","Koko ja ne","Not Here","17","January 30, 2017","2017 Issue"
854,"85","What Are You Doing?","Nani Yattenda","What Are You Doing?","17","February 6, 2017","2017 Issue "
855,"85","Gugyurururu!!!","Gugyurururu!!!","Glurrgle!!!","17","February 13, 2017","2017 Issue "
856,"85","Liar","Usotsuki","Liar","17","February 20, 2017","2017 Issue "
857,"85","Rook","Ruku","Rook","17","March 6, 2017","2017 Issue "
858,"85","Meeting","Kaigi","Meeting","19","March 13, 2017","2017 Issue "
859,"86","Emperor Assassination Plan","Yonko Ansatsu Sakusen","Emperor Assassination Plan","17","March 18, 2017","2017 Issue "
860,"86","10:00 Opening of the Banquet","Ju-ji Kaien","10:00 Start","17","March 27, 2017","2017 Issue "
861,"86","Good Actor","Engi-ha","Veteran Actor","17","April 3, 2017","2017 Issue "
862,"86","The Intelligent Ones","Zuno-ha","Cerebral","17","April 17, 2017","2017 Issue "
863,"86","The Honorable","Gikyo-ha","The Honorable","19","April 24, 2017","2017 Issue 21-"
864,"86","The Vinsmoke Massacre Plot","Vinsumoku-ke Minagoroshi Keikaku","The Vinsmoke Massacre Plot","17","May 8, 2017","2017 Issue "
865,"86","Hey, Mother","Ne Maza","Hey, Mother","17","May 15, 2017","2017 Issue "
866,"86","Natural Born Destroyer","Nachuraru Bon Desutoroiya","Natural Born Destroyer","17","May 29, 2017","2017 Issue "
867,"86","Happy Birthday","Happi Basude","Happy Birthday","17","June 5, 2017","2017 Issue "
868,"86","KX Launcher","Ke-Ekkusu Rancha","KX Launcher","17","June 12, 2017","2017 Issue "
869,"86","Under Siege","Rojo","Castling","19","June 19, 2017","2017 Issue "
870,"87","Parting","Ketsubetsu","Parting","17","July 3, 2017","2017 Issue "
871,"87","You Can Do It, Caesar!!","Ganbare Shiza!!","You Can Do It, Caesar!!","17","July 10, 2017","2017 Issue "
872,"87","Thick and Fluffy","Torofuwa","Thick and Fluffy","19","July 15, 2017","2017 Issue "
873,"87","Trapped Like Sweets in a Cage","Happo Fusa-gashi","Recipe For Disaster","17","July 24, 2017","2017 Issue "
874,"87","Be My Servant","Watashi no Shimobe ni Narinasai","Be My Servant","19","August 7, 2017","2017 Issue 36-"
875,"87","A Woman's Honor","Onna no Jingi","A Woman's Honor","17","August 21, 2017","2017 Issue "
876,"87","Pudding Coincidentally Appears!!","Purin, Guzen Arawaru!!","Pudding Coincidentally Appears!!","17","August 28, 2017","2017 Issue "
877,"87","Not Sweet","Amakunai","Bittersweet","17","September 4, 2017","2017 Issue "
878,"87","Captain Pedro of the Mink Tribe Guardians","Minku-zoku Gadianzu Dancho Pedoro","Commander Pedro of the Mink Guardians","19","September 16, 2017","2017 Issue "
879,"87","One of Big Mom's ""3 Sweet Commanders"", Katakuri","Biggu Mamu ""Suito San Shosei"" Katakuri","Big Mom's Sweet 3 General, Katakuri","17","September 25, 2017","2017 Issue "
880,"88","Zero Escape","Tairo Zero","Zero Escape","17","October 2, 2017","2017 Issue "
881,"88","Wave Room","Nami no Heya","Wave Room","17","October 7, 2017","2017 Issue "
882,"88","Beyond the Emperor's Expectations","Yonko no Sotei-gai","Beyond the Emperor's Expectations","17","October 23, 2017","2017 Issue "
883,"88","Merienda","Merienda","Merienda","17","October 30, 2017","2017 Issue "
884,"88","Who Is That?","Dare da","Who Is That?","17","November 6, 2017","2017 Issue "
885,"88","It's Brulée!!!","Buryure dayo!!!","I'm Brulee!!!","17","November 13, 2017","2017 Issue "
886,"88","Way of Life","Ikizama dechu yo","Way of Life","19","November 27, 2017","2017 Issue "
887,"88","Somewhere Someone is Wishing for Your Happiness","Dokoka de Dareka ga Kimi no Shiawase o Negatteru","Someone Somewhere is Wishing for Your Happiness","17","December 4, 2017","2018 Issue"
888,"88","Lion","Shishi","Lion","17","December 11, 2017","2018 Issue 2"
889,"88","Unfamiliar Mama","Michi no Mama","Unfamiliar Mama","17","December 25, 2017","2018 Issue 4"
890,"89","Big Mom on the Ship","Fune no Ue no Biggu Mamu","Big Mom on the Ship","19","January 4, 2018","2018 Issue"
891,"89","They Believe in Me","Shinjirareteru","They Believe in Me","17","January 15, 2018","2018 Issue"
892,"89","Recognized as Strong Opponents","Kyoteki Nintei","Threat Confirmed","17","January 29, 2018","2018 Issue"
893,"89","Flampe, 36th Daughter of Charlotte","Sharotto-ke Sanjuroku-jo Furanpe","Flampe, 36th Daughter of Charlotte","17","February 5, 2018","2018 Issue "
894,"89","12:05","Rei-ji Go-fun","12:05","17","February 10, 2018","2018 Issue "
895,"89","Luffy the Pirate vs. Commander Katakuri","Kaizoku Rufi Basasu Shosei Katakuri","Luffy the Pirate vs. General Katakuri","17","February 19, 2018","2018 Issue "
896,"89","The Last Request","Saigo no Onegai","One Last Thing","17","March 5, 2018","2018 Issue "
897,"89","Pekoms' Cacao Island Escape Plan","Pekomuzu no Kakao-to Dasshutsu Sakusen","Pekoms's Cacao Island Escape Plan","17","March 12, 2018","2018 Issue "
898,"89","We'll Definitely Return","Kanarazu Modoru","I Will Return","17","March 19, 2018","2018 Issue "
899,"89","The Final Fortress","Saigo no Toride","The Final Fortress","17","March 26, 2018","2018 Issue "
900,"89","Bad End Musical","Baddoendo Myujikaru","Bad End Musical","19","April 2, 2018","2018 Issue "
901,"90","Even If You Die, Don't Die!!!","Shindemo Shinunayo!!!","Don't Let Even Death Stop You!!!","17","April 16, 2018","2018 Issue "
902,"90","End Roll","Endo Roru","End Roll","19","April 23, 2018","2018 Issue 21-"
903,"90","Fifth Emperor","Go-banme no Kotei","Fifth Emperor","17","May 2, 2018","2018 Issue "
904,"90","Introducing the Revolutionary Army Commanders","Kakumei-gun Zengun Taicho Tojo","Introducing the Revolutionary Army Captains","15","May 14, 2018","2018 Issue "
905,"90","A Beautiful World","Utsukushii Sekai","What a Beautiful World","17","May 28, 2018","2018 Issue "
906,"90","The Holy Land Mary Geoise","Seichi Marijoa","Sacred Marijoa","17","June 4, 2018","2018 Issue "
907,"90","The Empty Throne","Kara no Gyokuza","The Empty Throne","17","June 11, 2018","2018 Issue "
908,"90","The Levely Begins","Reveri Kaimaku","The Reverie Begins","17","June 18, 2018","2018 Issue "
909,"90","Seppuku","Seppuku","Seppuku","17","July 2, 2018","2018 Issue "
910,"90","Onward to Wano Country","Iza Wano Kuni e","Onward to Wano","17","July 9, 2018","2018 Issue "
911,"91","Adventure in the Land of Samurai","Samurai no Kuni no Boken","Adventure in the Land of Samurai","19","July 14, 2018","2018 Issue "
912,"91","Amigasa Village","Amigasa-mura","Amigasa Village","19","July 23, 2018","2018 Issue "
913,"91","Tsuru Returns the Favor","Tsuru no Ongaeshi","The Crane Returns the Favor","17","August 6, 2018","2018 Issue 36-"
914,"91","Okobore Town","Okobore-cho","Okobore Town","17","August 20, 2018","2018 Issue "
915,"91","Bakura Town","Bakura-cho","Bakura Town","17","August 27, 2018","2018 Issue "
916,"91","Wano Country Grand Sumo Tournament","Wano Kuni Ozumo","Wano Sumo","19","September 3, 2018","2018 Issue "
917,"91","The Treasure Ship of Provisions","Shokuryo Takarabune","Food Treasure Barge","17","September 15, 2018","2018 Issue "
918,"91","Luffy-tarou Returns the Favor","Rufitaro no Ongaeshi","Luffytaro Returns the Favor","17","September 22, 2018","2018 Issue "
919,"91","The Ruins of Oden Castle","Oden-jo Ato","The Ruins of Oden Castle","17","October 1, 2018","2018 Issue "
920,"91","I Love Oden","Oden ga Suki","For Love of Oden","17","October 6, 2018","2018 Issue "
921,"91","Shutenmaru","Shutenmaru","Shutenmaru","19","October 22, 2018","2018 Issue "
922,"92","Governor-General Kaidou of the Beasts Pirates","Hyakuju Kaizokudan Sotoku Kaido","Supreme Commander Kaido of the Animal Kingdom Pirates","17","October 29, 2018","2018 Issue "
923,"92","Emperor of the Sea Kaidou vs. Luffy","Yonko Kaido Basasu Rufi","Emperor of the Sea Kaido vs. Luffy","17","November 5, 2018","2018 Issue "
924,"92","Ha","Ha","Huh","15","November 12, 2018","2018 Issue "
925,"92","Blank","Buranku","Absence","17","November 26, 2018","2018 Issue "
926,"92","The Prisoner Mine","Shujin Saikutsujo","Excavation Labor Camp","17","December 3, 2018","2019 Issue"
927,"92","O-Toko the Kamuro","Kamuro no O-Toko","Otoko the Kamuro","15","December 10, 2018","2019 Issue"
928,"92","Introducing Komurasaki the Oiran","Oiran Komurasaki Tojo","Introducing Komurasaki the Oiran","17","December 22, 2018","2019 Issue 4"
929,"92","Shogun of Wano Country, Kurozumi Orochi","Wano Kuni Shogun - Kurozumi Orochi","Shogun of Wano, Kurozumi Orochi","18","January 7, 2019","2019 Issue 6"
930,"92","Ebisu Town","Ebisu-cho","Ebisu Town","17","January 21, 2019","2019 Issue"
931,"92","O-Soba Mask","O-Soba Masuku","Soba Mask","17","February 4, 2019","2019 Issue "
932,"93","Shogun and Oiran","Shogun to Oiran","Shogun and Oiran","17","February 9, 2019","2019 Issue "
933,"93","A Warrior's Mercy","Bushi no Nasake","A Warrior's Mercy","17","February 18, 2019","2019 Issue "
934,"93","Hyogoro of the Flower","Hana no Hyogoro","Hyogoro The Flower","15","February 25, 2019","2019 Issue "
935,"93","Queen","Kuin","Queen","17","March 11, 2019","2019 Issue "
936,"93","The Grand Sumo Inferno","Ozumo Inferuno","Sumo Inferno","17","March 18, 2019","2019 Issue "
937,"93","Gyukimaru on Oihagi Bridge","Oihagi-bashi no Gyukimaru","Gyukimaru on Bandit's Bridge","17","March 25, 2019","2019 Issue "
938,"93","A Woman's Secret","On'na no Himitsu","A Woman's Secret","13","April 1, 2019","2019 Issue "
939,"93","The Old Leopard Never Forgets the Way","Oitaru Hyo wa Michi o Wasurezu","The Old Leopard Never Forgets the Way","17","April 15, 2019","2019 Issue "
940,"93","Sparks of Rebellion","Hangyaku no Hidane","Sparks of Rebellion","17","April 22, 2019","2019 Issue "
941,"93","The Star of Ebisu Town","Ebisu-cho no Ninkimono","The Star of Ebisu","17","April 27, 2019","2019 Issue 22-"
942,"93","Daimyo of Hakumai, Shimotsuki Yasuie","""Hakumai Daimyo"" Shimotsuki Yasuie","Daimyo of Hakumai, Shimotsuki Yasuie","17","May 13, 2019","2019 Issue "
943,"94","SMILE","Sumairu","SMILE","17","May 27, 2019","2019 Issue "
944,"94","Partner","Aibo","Partner","17","June 3, 2019","2019 Issue "
945,"94","O-Lin","O-Rin","Olin","19","June 10, 2019","2019 Issue "
946,"94","Queen vs. O-Lin","Kuin Basasu O-Rin","Queen vs. Olin","17","June 24, 2019","2019 Issue "
947,"94","Queen's Gamble","Kuin no Kake","Queen's Gamble","17","July 1, 2019","2019 Issue "
948,"94","Introducing Kawamatsu the Kappa","""Kappa no Kawamatsu"" Tojo","Introducing Kawamatsu the Kappa","17","July 8, 2019","2019 Issue "
949,"94","Mummy","Miira","Mummy","19","July 22, 2019","2019 Issue "
950,"94","A Soldier's Dream","Tsuwamono-domo ga Yume","A Soldier's Dream","17","July 29, 2019","2019 Issue "
951,"94","Rampage","Ranpeiji","Rampage","19","August 5, 2019","2019 Issue 36-"
952,"94","Hiyori and Kawamatsu","Hiyori to Kawamatsu","Hiyori and Kawamatsu","17","August 19, 2019","2019 Issue "
953,"94","Once a Fox","Ichido Gitsune","Once a Fox","17","August 26, 2019","2019 Issue "
954,"95","Like Giving Wings to a Dragon","Ryu ni Tsubasa o Etaru Gotoshi","Like a Dragon Given Wings","15","September 2, 2019","2019 Issue "
955,"95","Enma","Enma","Enma","17","September 14, 2019","2019 Issue "
956,"95","Big News","Biggu Nyusu","Big News","17","September 21, 2019","2019 Issue "
957,"95","Ultimate","Arutimetto","Ultimate","19","September 30, 2019","2019 Issue "
958,"95","The Promised Port","Yakusoku no Minato","The Promised Port","15","October 7, 2019","2019 Issue "
959,"95","Samurai","Samurai","Samurai","17","October 21, 2019","2019 Issue "
960,"95","Introducing Kozuki Oden","Kozuki Oden Tojo","Introducing Kozuki Oden","17","October 28, 2019","2019 Issue "
961,"95","The Mountain God Incident","Yama no Kami Jiken","The Mountain God Incident","17","November 2, 2019","2019 Issue "
962,"95","Daimyo and Retainers","Daimyo to Kashin","Daimyo and Vassals","13","November 18, 2019","2019 Issue "
963,"95","Becoming Samurai","Samurai ni Naru","Becoming Samurai","17","November 25, 2019","2019 Issue "
964,"95","Oden's Adventure","Oden no Boken","Oden's Adventure","17","December 2, 2019","2020 Issue"
965,"96","The Kurozumi Family's Plot","Kurozumi-ke no Inbo","The Kurozumi Clan's Plot","17","December 16, 2019","2020 Issue"
966,"96","Roger and Whitebeard","Roja to Shirohige","Roger and Whitebeard","17","December 23, 2019","2020 Issue 4"
967,"96","Roger's Adventure","Roja no Boken","Roger's Adventure","19","January 4, 2020","2020 Issue 6"
968,"96","Oden's Return","Oden no Kikan","Oden's Return","17","January 20, 2020","2020 Issue"
969,"96","Fool of a Lord","Baka-tono","Fool of a Lord","17","January 27, 2020","2020 Issue"
970,"96","Oden vs. Kaidou","Oden Basasu Kaido","Oden vs. Kaido","17","February 3, 2020","2020 Issue "
971,"96","Sentenced to Boil","Kamayude no Kei","Sentenced to Boil","17","February 17, 2020","2020 Issue "
972,"96","I am Oden, And I Was Born to Boil","Niete Nanbo no Oden ni Soro","I am Oden, And I Was Born to Boil","19","February 22, 2020","2020 Issue "
973,"96","The Kozuki Clan","Kozuki no Ichizoku","The Kozuki Clan","17","March 9, 2020","2020 Issue "
974,"96","Onward to Onigashima!!","Iza, Onigashima!!","Onward to Onigashima!!","17","March 16, 2020","2020 Issue "
975,"97","Kin'emon's Clever Trick","Kin'emon no ikkei","Kin'emon's Clever Trick","17","March 23, 2020","2020 Issue "
976,"97","Begging Your Pardon!!!","Ohikenasutte!!!","Begging Your Pardon!!!","19","April 6, 2020","2020 Issue "
977,"97","The Party's Off!!!","Utage wa Yame da!!!","The Party's Off!!!","17","April 13, 2020","2020 Issue "
978,"97","Introducing the Tobiroppo","Tobi Roppo Tojo","Introducing the Tobi Roppo","17","April 27, 2020","2020 Issue 21-"
979,"97","Family Problem","Kazoku Mondai","Family Problem","17","May 11, 2020","2020 Issue "
980,"97","Fighting Music","Tatakau Myujikku","Fighting Music","17","May 25, 2020","2020 Issue "
981,"97","Joining the Fight","Sansen","Joining the Fight","19","June 8, 2020","2020 Issue "
982,"97","Scoundrel Meets Scoundrel","Bureimono Mitsu Bureimono","Scoundrel Meets Scoundrel","17","June 15, 2020","2020 Issue "
983,"97","Thunder","Raimei","Thunder","17","June 22, 2020","2020 Issue "
984,"97","My Bible","Boku no Baiburu","My Bible","17","July 6, 2020","2020 Issue "
985,"98","New Onigashima Project","Shin Onigashima Keikaku","New Onigashima Project","19","July 20, 2020","2020 Issue 33-"
986,"98","My Name","Sessha no Namae","My Name","17","August 3, 2020","2020 Issue "
987,"98","The Brocade of Loyal Retainers","Chushin-nishiki","Vassals of Glory","19","August 11, 2020","2020 Issue 36-"
988,"98","Sorry for the Wait","Matasetana","Sorry for the Wait","15","August 24, 2020","2020 Issue "
989,"98","I Can't Imagine Losing","Makeru Ki ga Shine","I Can't Imagine Losing","17","September 7, 2020","2020 Issue "
990,"98","Army of One","Kogun","Army of One","17","September 14, 2020","2020 Issue "
991,"98","Let Us Die!!!","Shinasetekure!!!","Let Us Die!!!","17","September 28, 2020","2020 Issue "
992,"98","Remnants","Zanto","Remnants","19","October 17, 2020","2020 Issue "
993,"98","The Dream of Wano Country","Wano Kuni no Yume","The Dream of Wano","17","October 26, 2020","2020 Issue "
994,"98","My Other Name is Yamato","Mata no Na wa Yamato","My Other Name is Yamato","17","November 2, 2020","2020 Issue "
995,"99","A Kunoichi's Oath","Kunoichi no Chikai","A Kunoichi's Oath","17","November 16, 2020","2020 Issue "
996,"99","Island of the Strongest","Saikyo ga Iru Shima","Island of the Strongest","17","November 21, 2020","2020 Issue "
997,"99","Flame Clouds","Homura-gumo","Flames","17","November 30, 2020","2020 Issue "
998,"99","Ancient Types","Kodai-shu","Ancient Types","17","December 14, 2020","2021 Issue"
999,"99","The Sake I Brewed to Drink With You","Kimi ga Tame Kamishi Machizake","The Sake I Brewed to Drink With You","19","December 21, 2020","2021 Issue 3"
1000,"99","Straw Hat Luffy","Mugiwara no Rufi","Straw Hat Luffy","19","January 4, 2021","2021 Issue 5"
1001,"99","Battle of Monsters on Onigashima","Onigashima Kaibutsu Kessen","Battle of Monsters on Onigashima","17","January 18, 2021","2021 Issue"
1002,"99","Four Emperors vs. New Generation","Yonko Basasu Shin Sedai","Four Emperors vs. New Generation","17","February 1, 2021","2021 Issue"
1003,"99","Night on the Board","Banjo no Yoru","Night on the Board","17","February 8, 2021","2021 Issue "
1004,"99","Kibi Dango","Kibi Dango","Millet Dumplings","17","February 15, 2021","2021 Issue "
1005,"100","Devil Child","Akuma no Ko","Demon Child","17","March 1, 2021","2021 Issue "
1006,"100","The Honorable Hyogoro of the Flower","Kyokaku ""Hana no Hyogoro""","The Honorable Hyogoro the Flower","19","March 8, 2021","2021 Issue "
1007,"100","Tanuki-san","Tanuki-san","Mr. Raccoon Dog","17","March 15, 2021","2021 Issue "
1008,"100","Leader of the Mt. Atama Thieves, Ashura Doji","Atama-yama Tozoku-dan Toryo Ashura Doji","Atamayama Thieves Brigade, Ashura Doji","17","March 29, 2021","2021 Issue "
1009,"100","Naraku","Naraku","Naraku","19","April 5, 2021","2021 Issue "
1010,"100","Haoshoku","Hao-shoku","Color of the Supreme King","17","April 12, 2021","2021 Issue "
1011,"100","The Code of Anko","Anko no Jingi","The Code of Sweet Beans","19","April 26, 2021","2021 Issue 21-"
1012,"100","Itch","Uzu","Itch","15","May 10, 2021","2021 Issue "
1013,"100","Anarchy In The B.M.","Anaki In Za Biggu Mamu","Anarchy In The B.M. (Big Mom)","17","May 17, 2021","2021 Issue "
